你是一个游戏本地化质检专家。请审查以下中英对照翻译，检查：
1. 错译 / 英文不自然
2. 漏译 / 语义偏差
3. 代码、标签（如 {icon1}、[color=xxx][/color]）、占位符格式错误
4. 术语一致性 — 必须使用标准术语表中的译法
5. 术语语法 — 检查术语的大小写（句首/句中）、单复数、冠词搭配

规则：
- 只列出需要修改的行
- 格式严格为：ID | 修正版译文
- 没有问题的行不要列出
- 如果全部没问题，回复"无需修改"

---以下是待审查内容（第2批，共4批）---

ID | 原文 | 译文
974 | 获得后，为您增加同等数量的正规盾兵 | After obtaining it, you will gain the same number of T2 Infantry
975 | 获得后，为您增加同等数量的资深盾兵 | Upon obtaining, grants you the same number of T3 Infantry
976 | 获得后，为您增加同等数量的职业盾兵 | Once obtained, grants you the same number of T4 Infantry
977 | 获得后，为您增加同等数量的精锐盾兵 | After obtaining it, you will receive the same number of T5 Infantry
978 | 获得后，为您增加同等数量的铁甲盾兵 | After obtaining, the same number of T6 Infantry will be added for you
979 | 获得后，为您增加同等数量的重装盾兵 | After obtaining, grants you the same number of Heavy Infantry
980 | 获得后，为您增加同等数量的无畏盾兵 | After you get it, you will gain an equal number of T8 Infantry
981 | 获得后，为您增加同等数量的特战盾兵 | After obtaining it, you will receive the same number of T9 Infantry
982 | 获得后，为您增加同等数量的王牌盾兵 | Once obtained, you will gain the same number of T10 Infantry
983 | 获得后，为您增加同等数量的见习矛兵 | Once obtained, grants you an equal number of T1 Lancers
984 | 获得后，为您增加同等数量的正规矛兵 | Gain an equal number of T2 Lancers
985 | 获得后，为您增加同等数量的资深矛兵 | Upon obtaining this, you gain an equal number of T3 Lancers
986 | 获得后，为您增加同等数量的职业矛兵 | Gain the same number of T4 Lancers
987 | 获得后，为您增加同等数量的精锐矛兵 | Once obtained, you will receive the same number of T5 Lancers
988 | 获得后，为您增加同等数量的铁甲矛兵 | After obtaining it, you will gain an equal number of T6 Lancers
989 | 获得后，为您增加同等数量的重装矛兵 | When you get it, you gain an equal number of T7 Lancers
990 | 获得后，为您增加同等数量的无畏矛兵 | After getting it, you will gain the same number of T8 Lancers
991 | 获得后，为您增加同等数量的特战矛兵 | After you get it, you will gain the same number of T9 Lancers
992 | 获得后，为您增加同等数量的王牌矛兵 | After obtaining it, you will gain the same number of T10 Lancers
993 | 获得后，为您增加同等数量的见习射手 | Once obtained, gain an equal number of T1 Marksman
994 | 获得后，为您增加同等数量的正规射手 | When obtained, you get an equal number of T2 Marksman
995 | 获得后，为您增加同等数量的资深射手 | After you get it, you gain the same number of T3 Marksmen
996 | 获得后，为您增加同等数量的职业射手 | After you obtain it, an equal number of T4 Marksman will be added
997 | 获得后，为您增加同等数量的精锐射手 | When acquired, you gain an equal number of T5 Marksman
998 | 获得后，为您增加同等数量的铁甲射手 | After you get it, you will gain the same number of T6 Marksman
999 | 获得后，为您增加同等数量的重装射手 | You will gain the same number of T7 Marksman
1000 | 获得后，为您增加同等数量的无畏射手 | After obtaining it, grants you an equal number of T8 Marksman
